source,target,edge_type,weight,category,max_entropy,co_count
sample::6,api::GetSystemInfo,HAS_IMPORT,1.0,other,,
sample::6,sec::normal,HAS_SECTION,,,0.0,
api::CreateProcess,api::GetTickCount,SHARES_API,,,,5.0
api::CreateProcess,api::OpenMutex,SHARES_API,,,,6.0
api::CreateProcess,api::GetSystemInfo,SHARES_API,,,,5.0
api::CreateProcess,api::VirtualAlloc,SHARES_API,,,,5.0
api::CreateProcess,api::CreateMutex,SHARES_API,,,,5.0
api::CreateProcess,api::RegDeleteKey,SHARES_API,,,,2.0
api::CreateProcess,api::CreateThread,SHARES_API,,,,7.0
api::CreateProcess,api::GetProcAddress,SHARES_API,,,,3.0
api::CreateProcess,api::OpenRegistry,SHARES_API,,,,5.0
api::CreateProcess,api::WriteProcessMemory,SHARES_API,,,,5.0
api::CreateProcess,api::OpenProcess,SHARES_API,,,,8.0
api::CreateProcess,api::CloseHandle,SHARES_API,,,,6.0
api::CreateProcess,api::TerminateProcess,SHARES_API,,,,2.0
api::CreateProcess,api::DeleteFile,SHARES_API,,,,2.0
api::CreateProcess,api::LoadLibrary,SHARES_API,,,,2.0
api::CreateProcess,api::CreateFile,SHARES_API,,,,5.0
api::CreateProcess,api::KillTimer,SHARES_API,,,,5.0
api::CreateProcess,api::Sleep,SHARES_API,,,,4.0
api::CreateProcess,api::OpenFile,SHARES_API,,,,2.0
sample::7,api::OpenMutex,HAS_IMPORT,1.0,open,,
sample::7,api::OpenRegistry,HAS_IMPORT,1.0,open,,
sample::7,api::CreateProcess,HAS_IMPORT,1.0,create,,
sample::7,api::CreateMutex,HAS_IMPORT,1.0,create,,
sample::7,api::CreateThread,HAS_IMPORT,1.0,create,,
sample::7,api::VirtualAlloc,HAS_IMPORT,1.0,call,,
sample::7,api::WriteProcessMemory,HAS_IMPORT,1.0,call,,
sample::7,api::GetProcAddress,HAS_IMPORT,1.0,call,,
sample::7,api::RegDeleteKey,HAS_IMPORT,1.0,delete,,
sample::7,api::GetTickCount,HAS_IMPORT,1.0,other,,
sample::7,api::GetSystemInfo,HAS_IMPORT,1.0,other,,
sample::7,sec::normal,HAS_SECTION,,,0.0,
sample::8,api::OpenFile,HAS_IMPORT,1.0,open,,
sample::8,api::OpenRegistry,HAS_IMPORT,1.0,open,,
sample::8,api::OpenMutex,HAS_IMPORT,1.0,open,,
sample::8,api::CloseSocket,HAS_IMPORT,1.0,close,,
sample::8,api::CreateThread,HAS_IMPORT,1.0,create,,
sample::8,api::CreateFile,HAS_IMPORT,1.0,create,,
sample::8,api::CreateMutex,HAS_IMPORT,1.0,create,,
sample::8,api::TerminateProcess,HAS_IMPORT,1.0,kill,,
sample::8,api::GetProcAddress,HAS_IMPORT,1.0,call,,
sample::8,api::WriteProcessMemory,HAS_IMPORT,1.0,call,,
sample::8,api::VirtualAlloc,HAS_IMPORT,1.0,call,,
sample::8,api::DeleteFile,HAS_IMPORT,1.0,delete,,
sample::8,api::GetSystemInfo,HAS_IMPORT,1.0,other,,
sample::8,api::Sleep,HAS_IMPORT,1.0,other,,
sample::8,sec::normal,HAS_SECTION,,,0.0,
sample::9,api::OpenProcess,HAS_IMPORT,1.0,open,,
sample::9,api::CreateThread,HAS_IMPORT,1.0,create,,
sample::9,api::CreateProcess,HAS_IMPORT,1.0,create,,
sample::9,api::CreateFile,HAS_IMPORT,1.0,create,,
sample::9,api::KillTimer,HAS_IMPORT,1.0,kill,,
sample::9,api::VirtualAlloc,HAS_IMPORT,1.0,call,,
sample::9,api::GetSystemInfo,HAS_IMPORT,1.0,other,,
sample::9,api::Sleep,HAS_IMPORT,1.0,other,,
sample::9,sec::normal,HAS_SECTION,,,0.0,
sample::10,api::CloseHandle,HAS_IMPORT,1.0,close,,
sample::10,api::CreateFile,HAS_IMPORT,1.0,create,,
sample::10,api::CreateProcess,HAS_IMPORT,1.0,create,,
sample::10,api::KillTimer,HAS_IMPORT,1.0,kill,,
sample::10,api::RegDeleteKey,HAS_IMPORT,1.0,delete,,
sample::10,sec::normal,HAS_SECTION,,,0.0,
sample::11,api::VirtualAlloc,HAS_IMPORT,1.0,call,,
sample::11,api::LoadLibrary,HAS_IMPORT,1.0,call,,
sample::11,api::GetProcAddress,HAS_IMPORT,1.0,call,,
sample::11,api::RegDeleteKey,HAS_IMPORT,1.0,delete,,
sample::11,sec::normal,HAS_SECTION,,,0.0,
sample::12,api::OpenRegistry,HAS_IMPORT,1.0,open,,
sample::12,api::CloseSocket,HAS_IMPORT,1.0,close,,
sample::12,api::CreateThread,HAS_IMPORT,1.0,create,,
sample::12,api::CreateMutex,HAS_IMPORT,1.0,create,,
sample::12,api::DeleteFile,HAS_IMPORT,1.0,delete,,
sample::12,api::GetSystemInfo,HAS_IMPORT,1.0,other,,
sample::12,sec::normal,HAS_SECTION,,,0.0,
sample::13,api::CreateProcess,HAS_IMPORT,1.0,create,,
sample::13,api::CreateFile,HAS_IMPORT,1.0,create,,
sample::13,api::CreateThread,HAS_IMPORT,1.0,create,,
sample::13,api::VirtualAlloc,HAS_IMPORT,1.0,call,,
sample::13,api::GetProcAddress,HAS_IMPORT,1.0,call,,
sample::13,api::WriteProcessMemory,HAS_IMPORT,1.0,call,,
sample::13,sec::normal,HAS_SECTION,,,0.0,
sample::14,api::OpenProcess,HAS_IMPORT,1.0,open,,
sample::14,api::OpenRegistry,HAS_IMPORT,1.0,open,,
sample::14,api::OpenMutex,HAS_IMPORT,1.0,open,,
sample::14,api::CreateProcess,HAS_IMPORT,1.0,create,,
sample::14,api::CreateFile,HAS_IMPORT,1.0,create,,
sample::14,api::CreateThread,HAS_IMPORT,1.0,create,,
sample::14,api::WriteProcessMemory,HAS_IMPORT,1.0,call,,
sample::14,api::GetTickCount,HAS_IMPORT,1.0,other,,
sample::14,api::Sleep,HAS_IMPORT,1.0,other,,
sample::14,sec::normal,HAS_SECTION,,,0.0,
sample::15,api::OpenProcess,HAS_IMPORT,1.0,open,,
sample::15,api::CloseHandle,HAS_IMPORT,1.0,close,,
sample::15,api::CreateProcess,HAS_IMPORT,1.0,create,,
sample::15,api::CreateMutex,HAS_IMPORT,1.0,create,,
sample::15,api::KillTimer,HAS_IMPORT,1.0,kill,,
sample::15,api::VirtualAlloc,HAS_IMPORT,1.0,call,,
sample::15,sec::normal,HAS_SECTION,,,0.0,
sample::16,api::OpenRegistry,HAS_IMPORT,1.0,open,,
sample::16,api::OpenProcess,HAS_IMPORT,1.0,open,,
sample::16,api::OpenMutex,HAS_IMPORT,1.0,open,,
sample::16,api::CloseSocket,HAS_IMPORT,1.0,close,,
sample::16,api::CreateFile,HAS_IMPORT,1.0,create,,
sample::16,api::CreateThread,HAS_IMPORT,1.0,create,,
sample::16,api::CreateProcess,HAS_IMPORT,1.0,create,,
sample::16,api::TerminateProcess,HAS_IMPORT,1.0,kill,,
sample::16,api::LoadLibrary,HAS_IMPORT,1.0,call,,
sample::16,api::VirtualAlloc,HAS_IMPORT,1.0,call,,
sample::16,api::Sleep,HAS_IMPORT,1.0,other,,
sample::16,api::GetTickCount,HAS_IMPORT,1.0,other,,
sample::16,sec::normal,HAS_SECTION,,,0.0,
sample::17,api::OpenProcess,HAS_IMPORT,1.0,open,,
sample::17,api::OpenMutex,HAS_IMPORT,1.0,open,,
sample::17,api::OpenRegistry,HAS_IMPORT,1.0,open,,
sample::17,api::CloseSocket,HAS_IMPORT,1.0,close,,
sample::17,api::TerminateProcess,HAS_IMPORT,1.0,kill,,
sample::17,api::RegDeleteKey,HAS_IMPORT,1.0,delete,,
sample::17,api::Sleep,HAS_IMPORT,1.0,other,,
sample::17,api::GetTickCount,HAS_IMPORT,1.0,other,,
sample::17,sec::normal,HAS_SECTION,,,0.0,
sample::18,api::OpenProcess,HAS_IMPORT,1.0,open,,
sample::18,api::CloseHandle,HAS_IMPORT,1.0,close,,
sample::18,api::CreateProcess,HAS_IMPORT,1.0,create,,
sample::18,api::CreateMutex,HAS_IMPORT,1.0,create,,
sample::18,api::KillTimer,HAS_IMPORT,1.0,kill,,
sample::18,api::Sleep,HAS_IMPORT,1.0,other,,
sample::18,sec::normal,HAS_SECTION,,,0.0,
sample::19,api::OpenMutex,HAS_IMPORT,1.0,open,,
sample::19,api::OpenRegistry,HAS_IMPORT,1.0,open,,
sample::19,api::CloseSocket,HAS_IMPORT,1.0,close,,
sample::19,api::CreateFile,HAS_IMPORT,1.0,create,,
sample::19,api::GetProcAddress,HAS_IMPORT,1.0,call,,
sample::19,api::DeleteFile,HAS_IMPORT,1.0,delete,,
sample::19,api::Sleep,HAS_IMPORT,1.0,other,,
sample::19,sec::normal,HAS_SECTION,,,0.0,
sample::20,api::OpenProcess,HAS_IMPORT,1.0,open,,
sample::20,api::OpenMutex,HAS_IMPORT,1.0,open,,
sample::20,api::OpenFile,HAS_IMPORT,1.0,open,,
sample::20,api::KillTimer,HAS_IMPORT,1.0,kill,,
sample::20,api::WriteProcessMemory,HAS_IMPORT,1.0,call,,
sample::20,api::LoadLibrary,HAS_IMPORT,1.0,call,,
sample::20,sec::normal,HAS_SECTION,,,0.0,
sample::21,api::OpenFile,HAS_IMPORT,1.0,open,,
sample::21,api::CreateProcess,HAS_IMPORT,1.0,create,,
sample::21,api::CreateThread,HAS_IMPORT,1.0,create,,
sample::21,api::GetSystemInfo,HAS_IMPORT,1.0,other,,
sample::21,sec::normal,HAS_SECTION,,,0.0,
sample::22,api::OpenProcess,HAS_IMPORT,1.0,open,,
sample::22,api::OpenMutex,HAS_IMPORT,1.0,open,,
sample::22,api::OpenRegistry,HAS_IMPORT,1.0,open,,
sample::22,api::CloseHandle,HAS_IMPORT,1.0,close,,
sample::22,api::CreateThread,HAS_IMPORT,1.0,create,,
sample::22,api::CreateProcess,HAS_IMPORT,1.0,create,,
sample::22,api::CreateMutex,HAS_IMPORT,1.0,create,,
sample::22,api::KillTimer,HAS_IMPORT,1.0,kill,,
sample::22,api::WriteProcessMemory,HAS_IMPORT,1.0,call,,
sample::22,api::GetProcAddress,HAS_IMPORT,1.0,call,,
sample::22,api::GetTickCount,HAS_IMPORT,1.0,other,,
sample::22,sec::normal,HAS_SECTION,,,0.0,
sample::23,api::OpenProcess,HAS_IMPORT,1.0,open,,
sample::23,api::OpenRegistry,HAS_IMPORT,1.0,open,,
sample::23,api::CreateFile,HAS_IMPORT,1.0,create,,
sample::23,api::RegDeleteKey,HAS_IMPORT,1.0,delete,,
sample::23,sec::normal,HAS_SECTION,,,0.0,
sample::24,api::OpenRegistry,HAS_IMPORT,1.0,open,,
sample::24,api::OpenMutex,HAS_IMPORT,1.0,open,,
sample::24,api::OpenProcess,HAS_IMPORT,1.0,open,,
sample::24,api::CloseHandle,HAS_IMPORT,1.0,close,,
sample::24,api::CreateProcess,HAS_IMPORT,1.0,create,,
sample::24,api::TerminateProcess,HAS_IMPORT,1.0,kill,,
sample::24,api::LoadLibrary,HAS_IMPORT,1.0,call,,
sample::24,api::DeleteFile,HAS_IMPORT,1.0,delete,,
sample::24,api::GetTickCount,HAS_IMPORT,1.0,other,,
sample::24,api::GetSystemInfo,HAS_IMPORT,1.0,other,,
sample::24,sec::normal,HAS_SECTION,,,0.0,
sample::25,api::CreateThread,HAS_IMPORT,1.0,create,,
sample::25,api::LoadLibrary,HAS_IMPORT,1.0,call,,
sample::25,api::VirtualAlloc,HAS_IMPORT,1.0,call,,
sample::25,api::GetProcAddress,HAS_IMPORT,1.0,call,,
sample::25,sec::normal,HAS_SECTION,,,0.0,
sample::26,api::OpenProcess,HAS_IMPORT,1.0,open,,
sample::26,api::OpenRegistry,HAS_IMPORT,1.0,open,,
sample::26,api::OpenMutex,HAS_IMPORT,1.0,open,,
sample::26,api::TerminateProcess,HAS_IMPORT,1.0,kill,,
sample::26,api::WriteProcessMemory,HAS_IMPORT,1.0,call,,
sample::26,api::LoadLibrary,HAS_IMPORT,1.0,call,,
sample::26,api::RegDeleteKey,HAS_IMPORT,1.0,delete,,
sample::26,api::GetTickCount,HAS_IMPORT,1.0,other,,
sample::26,sec::normal,HAS_SECTION,,,0.0,
sample::27,api::OpenRegistry,HAS_IMPORT,1.0,open,,
sample::27,api::WriteProcessMemory,HAS_IMPORT,1.0,call,,
sample::27,api::GetProcAddress,HAS_IMPORT,1.0,call,,
sample::27,api::DeleteFile,HAS_IMPORT,1.0,delete,,
sample::27,sec::normal,HAS_SECTION,,,0.0,
sample::28,api::OpenRegistry,HAS_IMPORT,1.0,open,,
sample::28,api::OpenMutex,HAS_IMPORT,1.0,open,,
sample::28,api::CloseHandle,HAS_IMPORT,1.0,close,,
sample::28,api::LoadLibrary,HAS_IMPORT,1.0,call,,
sample::28,api::WriteProcessMemory,HAS_IMPORT,1.0,call,,
sample::28,api::RegDeleteKey,HAS_IMPORT,1.0,delete,,
sample::28,api::GetSystemInfo,HAS_IMPORT,1.0,other,,
sample::28,sec::normal,HAS_SECTION,,,0.0,
sample::29,api::OpenRegistry,HAS_IMPORT,1.0,open,,
sample::29,api::OpenMutex,HAS_IMPORT,1.0,open,,
sample::29,api::OpenFile,HAS_IMPORT,1.0,open,,
sample::29,api::CloseSocket,HAS_IMPORT,1.0,close,,
sample::29,api::CreateThread,HAS_IMPORT,1.0,create,,
sample::29,api::KillTimer,HAS_IMPORT,1.0,kill,,
sample::29,api::GetSystemInfo,HAS_IMPORT,1.0,other,,
sample::29,api::GetTickCount,HAS_IMPORT,1.0,other,,
sample::29,sec::normal,HAS_SECTION,,,0.0,
